,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
2478,0.062,0.043,3.552,-0.849,0.001,18.846,23.299,2
2479,0.064,0.047,7.591,-0.278,-0.752,24.69,13.156,2
2480,0.052,0.044,4.815,-0.631,-0.199,20.233,12.852,2
2481,0.092,0.069,10.702,-0.286,-0.341,21.837,11.587,2
2482,0.058,0.047,6.321,-0.9,-0.225,18.41,11.795,2
2483,0.177,0.117,23.516,0.14,0.876,33.359,15.183,1
2484,0.089,0.054,12.134,-0.753,0.564,33.95,12.728,2
2485,0.21,0.126,21.854,-0.036,1.057,31.229,19.581,1
2486,0.2,0.122,22.858,-0.269,1.111,36.646,24.996,1
2487,0.082,0.052,9.658,-0.438,-0.066,40.024,12.643,0
2488,0.286,0.172,37.642,0.154,0.714,53.191,14.518,1
2489,0.101,0.057,13.475,-0.551,-0.17,47.238,31.309,0
2490,0.186,0.091,17.551,-0.495,0.115,45.767,19.66,0
2491,0.219,0.124,42.224,0.409,0.253,32.373,21.385,1
2492,0.121,0.097,19.16,-0.252,0.355,34.096,20.021,0
2493,0.144,0.101,26.26,0.24,0.239,52.288,23.356,1
2494,0.152,0.092,23.941,-0.061,0.119,30.686,17.919,0
2495,0.153,0.094,38.148,-0.17,1.776,26.358,20.776,1
2496,0.2,0.137,41.576,0.839,0.796,37.543,17.543,1
2497,0.168,0.105,13.653,-0.189,1.558,31.169,26.618,0
2498,0.082,0.05,16.423,-0.671,0.47,28.092,24.57,0
2499,0.114,0.061,15.698,-0.235,-0.217,29.166,30.708,0
2500,0.144,0.088,29.517,-0.264,0.369,39.136,30.515,1
2501,0.149,0.098,24.786,-0.085,0.038,32.812,30.085,0
2502,0.143,0.092,27.128,-0.12,-0.69,47.991,27.645,1
2503,0.158,0.11,32.944,0.278,1.064,29.745,18.245,1
2504,0.246,0.146,44.665,0.085,0.001,41.103,14.183,1
2505,0.191,0.118,17.644,0.27,1.124,37.446,38.376,1
2506,0.081,0.063,3.795,-0.65,0.201,29.51,42.798,0
2507,0.24,0.138,15.098,0.103,1.126,35.184,33.455,1
2508,0.084,0.044,4.4,-0.43,-0.288,36.64,58.826,0
2509,0.223,0.125,17.574,-0.102,0.585,37.44,56.539,1
2510,0.118,0.062,3.849,-0.562,1.383,23.41,46.365,0
2511,0.211,0.11,15.18,0.732,0.722,39.674,25.042,1
2512,0.052,0.044,1.181,-0.668,-0.307,25.435,29.995,2
2513,0.07,0.046,4.889,-0.416,0.123,27.627,37.983,2
2514,0.03,0.022,1.543,-1.181,-0.515,23.519,22.395,2
2515,0.215,0.138,17.944,0.552,0.268,35.219,19.508,1
2516,0.051,0.036,1.309,-1.195,0.356,26.116,46.688,2
2517,0.058,0.037,2.533,-0.987,0.383,24.39,34.972,2
2518,0.045,0.03,0.63,-0.965,-0.243,24.031,28.066,2
2519,0.143,0.106,5.936,-0.092,0.551,24.909,33.776,0
2520,0.071,0.053,1.041,-0.916,0.443,23.136,35.124,2
2521,0.073,0.047,0.742,-1.103,0.458,19.286,29.545,2
2522,0.053,0.047,0.385,-0.891,0.411,24.76,24.71,2
2523,0.132,0.089,4.397,0.501,0.635,31.822,41.556,0
2524,0.069,0.048,2.864,-0.705,0.575,25.694,21.004,2
2525,0.083,0.062,2.126,-0.34,0.288,20.841,22.949,2
2526,0.121,0.067,8.726,-0.306,0.833,47.002,31.86,0
2527,0.088,0.063,10.289,-0.175,0.174,42.639,28.767,0
2528,0.162,0.1,21.127,-0.3,0.215,51.11,29.587,1
2529,0.082,0.054,15.954,-0.555,0.046,35.698,33.771,0
2530,0.144,0.091,11.658,-0.12,0.449,40.743,30.936,0
2531,0.274,0.171,42.939,0.142,-0.075,41.351,16.067,1
2532,0.173,0.096,16.63,-0.039,-0.311,38.663,19.017,0
2533,0.088,0.061,25.048,-0.155,0.36,30.539,29.748,0
2534,0.128,0.088,29.305,0.086,-0.276,31.493,23.268,0
2535,0.156,0.095,27.963,-0.273,-0.532,42.499,22.714,1
2536,0.114,0.078,18.354,0.589,0.73,30.706,29.868,0
2537,0.152,0.097,14.14,0.027,0.234,29.604,24.985,0
2538,0.177,0.108,28.597,-0.039,0.337,34.092,28.11,1
2539,0.149,0.074,16.633,0.27,-0.019,41.841,31.041,0
2540,0.134,0.082,31.31,-0.302,0.837,34.507,33.959,0
2541,0.165,0.102,31.233,-0.343,0.634,38.082,18.987,1
2542,0.169,0.103,36.925,-0.167,0.455,29.312,32.556,1
2543,0.106,0.054,16.392,-0.255,0.198,36.211,16.301,0
2544,0.081,0.058,17.46,-0.44,-0.418,35.73,25.741,0
2545,0.164,0.088,33.235,0.397,0.311,37.98,14.123,1
2546,0.253,0.154,33.488,-0.019,0.569,40.324,16.516,1
2547,0.193,0.113,26.324,0.075,0.683,37.886,37.542,1
2548,0.256,0.13,39.124,0.676,0.11,46.292,24.566,1
2549,0.153,0.086,22.666,-0.367,0.186,26.875,28.202,0
2550,0.175,0.137,30.429,0.058,1.106,30.359,18.834,1
2551,0.09,0.056,13.074,-0.362,0.392,27.667,31.54,0
2552,0.178,0.11,30.498,0.065,0.622,30.387,16.898,1
2553,0.097,0.074,23.044,-0.123,0.713,30.849,30.483,0
2554,0.18,0.092,21.154,-0.113,1.02,30.336,30.987,0
2555,0.12,0.079,18.14,-0.077,-0.152,27.336,28.375,0
2556,0.086,0.049,10.991,-0.652,-0.505,41.33,21.121,2
2557,0.224,0.145,30.629,0.342,0.415,48.934,19.272,1
2558,0.102,0.068,23.838,-0.025,-0.053,23.951,24.358,0
2559,0.062,0.046,12.086,-0.727,-0.302,38.835,21.92,2
2560,0.101,0.07,8.055,-0.617,0.325,27.987,29.869,0
2561,0.127,0.062,11.638,-0.522,0.502,35.336,26.614,0
2562,0.169,0.098,14.589,-0.284,0.747,37.474,30.595,0
2563,0.124,0.083,11.988,-0.227,0.124,34.556,30.217,0
2564,0.123,0.072,8.292,-0.09,0.955,41.049,26.462,0
2565,0.167,0.116,11.543,0.447,0.525,41.414,25.124,0
2566,0.095,0.068,8.699,-0.345,0.538,43.248,40.185,0
2567,0.102,0.076,11.016,-0.748,0.039,30.612,29.301,0
2568,0.098,0.071,10.462,-0.331,0.948,28.783,25.6,0
2569,0.213,0.136,19.236,0.305,-0.496,40.358,16.808,1
2570,0.12,0.059,7.717,-0.495,0.447,31.649,28.64,0
2571,0.149,0.081,8.379,-0.036,0.435,38.367,32.64,0
2572,0.089,0.055,6.079,-0.959,0.464,39.052,34.0,0
2573,0.178,0.092,11.339,-0.293,0.322,37.668,27.843,0
2574,0.103,0.073,8.585,-0.532,0.967,30.375,31.447,0
2575,0.26,0.159,29.261,0.511,0.058,46.777,24.47,1
2576,0.22,0.15,27.281,-0.111,0.587,41.543,18.671,1
2577,0.116,0.068,10.177,-0.689,1.068,32.592,30.673,0
2578,0.105,0.062,10.987,-0.561,0.139,35.128,25.373,0
2579,0.195,0.109,21.257,-0.16,0.479,48.256,34.83,1
2580,0.22,0.112,21.919,-0.178,1.048,39.547,19.909,1
2581,0.072,0.057,4.379,-0.406,0.536,33.527,25.048,0
2582,0.07,0.035,5.921,-0.362,1.362,39.031,28.601,0
2583,0.136,0.072,9.945,-0.322,1.409,40.204,36.113,0
2584,0.105,0.061,5.868,-0.637,0.661,41.669,43.08,0
2585,0.139,0.086,9.325,0.055,0.372,34.847,36.219,0
2586,0.135,0.067,12.084,-0.141,1.197,36.992,39.972,0
2587,0.211,0.118,13.973,0.255,0.193,41.424,31.453,1
2588,0.135,0.089,10.95,0.11,0.434,43.058,23.868,0
2589,0.103,0.059,9.426,-0.166,0.868,38.786,26.022,0
2590,0.155,0.096,6.005,0.168,0.676,39.911,38.329,0
2591,0.151,0.081,8.812,-0.49,0.321,48.862,26.123,0
2592,0.137,0.068,6.057,-0.166,0.426,34.705,25.576,0
2593,0.125,0.07,8.866,-0.609,0.568,31.54,27.872,0
2594,0.083,0.07,8.393,-0.396,-0.2,29.405,29.473,2
2595,0.072,0.068,6.03,-0.639,0.133,31.995,30.802,2
2596,0.06,0.059,6.217,-0.702,0.244,25.649,32.973,2
2597,0.075,0.066,8.567,-0.178,-0.426,34.55,26.382,0
2598,0.053,0.032,4.742,-0.768,-0.046,25.354,24.779,2
2599,0.043,0.03,3.578,-0.392,0.25,31.606,20.277,2
2600,0.086,0.058,10.789,-0.576,-0.419,36.9,24.279,2
2601,0.128,0.065,9.787,-0.612,0.465,34.843,29.1,0
2602,0.095,0.059,10.902,-0.544,0.332,34.362,27.701,0
2603,0.059,0.037,5.771,-0.533,0.65,39.964,43.684,0
2604,0.146,0.07,11.328,0.108,0.326,40.304,22.978,0
2605,0.174,0.116,5.553,-0.166,0.976,38.628,36.497,0
2606,0.164,0.091,13.027,0.118,0.089,35.423,26.992,0
2607,0.118,0.077,10.639,-0.303,-0.043,32.091,26.951,0
2608,0.145,0.097,8.086,-0.054,0.593,28.066,23.138,0
2609,0.091,0.072,11.964,-0.302,0.195,28.849,19.644,0
2610,0.245,0.146,25.226,0.482,0.134,50.01,36.975,1
2611,0.083,0.058,6.798,-0.572,0.363,34.272,31.2,0
2612,0.097,0.081,8.7,-0.359,0.287,25.527,38.087,0
2613,0.192,0.102,12.362,0.148,0.269,41.085,24.788,0
2614,0.331,0.209,34.916,0.94,0.526,48.335,15.573,1
2615,0.086,0.047,1.908,-0.981,0.129,39.072,31.301,2
2616,0.086,0.045,1.711,-0.8,0.363,38.224,21.117,2
2617,0.06,0.047,1.235,-0.998,0.942,39.762,28.243,2
2618,0.11,0.08,5.074,-0.197,0.711,29.671,33.459,0
2619,0.058,0.033,1.442,-1.259,-0.417,42.213,26.329,2
2620,0.064,0.04,3.617,-0.57,-0.394,41.292,30.727,2
2621,0.075,0.054,2.559,-0.552,0.724,33.164,35.811,0
2622,0.158,0.121,12.14,-0.138,1.065,33.607,23.295,0
2623,0.098,0.062,9.45,-0.294,0.621,31.949,33.058,0
2624,0.065,0.041,3.53,-0.709,0.088,26.502,39.323,2
2625,0.158,0.086,11.761,-0.012,0.309,28.162,48.396,0
2626,0.21,0.147,28.2,0.581,0.925,47.412,22.725,1
2627,0.075,0.04,1.006,-0.974,0.459,26.632,28.527,2
2628,0.133,0.104,10.992,-0.304,0.014,23.112,31.463,0
2629,0.055,0.047,0.453,-0.896,-0.117,26.297,34.205,2
2630,0.063,0.049,2.773,-1.064,-0.88,33.946,28.2,2
2631,0.102,0.065,5.463,-0.993,0.02,32.104,37.792,2
2632,0.105,0.055,1.866,-0.306,0.624,24.939,32.468,0
2633,0.325,0.181,24.234,1.028,0.611,26.534,32.736,1
2634,0.122,0.077,7.484,0.542,0.614,30.124,34.132,0
2635,0.105,0.063,10.796,0.005,0.603,24.675,47.584,0
2636,0.216,0.122,20.908,0.832,0.654,26.617,32.232,1
2637,0.118,0.083,7.193,-0.086,-0.423,28.217,30.939,0
2638,0.138,0.091,11.888,0.097,-0.259,23.778,33.267,0
2639,0.07,0.056,1.401,-0.801,0.522,21.479,40.659,2
2640,0.186,0.108,17.553,0.396,0.081,28.431,44.139,0
2641,0.21,0.124,16.269,0.321,0.581,27.658,36.14,1
2642,0.221,0.111,16.157,-0.27,0.409,30.919,34.606,0
2643,0.161,0.106,8.771,0.084,-0.618,31.284,33.543,0
2644,0.177,0.094,8.973,-0.075,0.441,29.461,44.149,0
2645,0.152,0.083,14.096,0.152,0.34,32.096,50.036,0
2646,0.183,0.103,19.614,0.392,0.655,38.29,34.33,1
2647,0.268,0.138,21.039,0.709,0.561,28.304,33.269,1
2648,0.208,0.147,17.981,0.644,0.282,29.009,30.687,1
2649,0.129,0.086,4.006,0.205,-0.179,35.773,39.811,0
2650,0.155,0.09,27.46,0.597,0.575,29.222,30.793,1
2651,0.295,0.198,29.017,1.057,1.024,28.074,27.508,1
2652,0.078,0.053,5.843,-0.536,0.261,25.392,37.528,2
2653,0.263,0.174,30.03,0.932,0.543,27.77,26.58,1
2654,0.258,0.147,13.937,0.879,0.508,29.082,30.582,1
2655,0.156,0.088,10.784,-0.073,0.841,24.761,30.601,0
2656,0.096,0.065,10.165,-0.226,0.817,23.647,44.597,0
2657,0.1,0.072,11.058,-0.504,0.735,21.892,28.609,0
2658,0.312,0.18,25.618,0.723,0.451,28.756,26.837,1
2659,0.164,0.118,20.917,0.351,0.83,25.557,35.432,0
2660,0.242,0.169,17.952,0.628,0.876,28.934,36.328,1
2661,0.197,0.116,13.814,0.5,0.365,31.233,34.024,0
2662,0.066,0.033,5.937,-0.202,-0.453,27.685,53.924,2
2663,0.211,0.112,15.534,0.436,0.43,29.535,36.865,0
2664,0.172,0.109,7.84,0.324,0.187,27.81,35.243,0
2665,0.155,0.108,11.902,0.103,0.489,28.35,46.351,0
2666,0.15,0.095,9.661,0.671,1.112,27.014,35.2,0
2667,0.186,0.159,7.445,-0.079,0.703,24.118,56.134,0
2668,0.168,0.094,9.46,0.528,1.557,30.287,39.097,0
2669,0.125,0.067,10.247,-0.13,1.166,32.035,47.063,0
2670,0.291,0.22,23.439,0.959,1.373,31.405,29.832,1
2671,0.123,0.067,1.225,-0.209,0.983,23.169,33.207,0
2672,0.264,0.149,21.967,0.485,1.583,33.926,36.243,1
2673,0.235,0.147,6.451,0.324,1.058,30.602,38.07,0
2674,0.336,0.219,30.254,0.561,0.885,27.051,22.471,1
2675,0.268,0.171,25.83,0.611,0.436,27.181,23.924,1
2676,0.164,0.114,12.292,-0.233,0.761,26.246,34.201,0
2677,0.114,0.072,1.688,-0.441,0.457,23.79,41.214,0
2678,0.076,0.052,4.747,-0.759,0.97,22.639,43.196,0
2679,0.264,0.171,21.088,0.404,0.581,28.864,24.06,1
2680,0.093,0.054,1.487,-0.187,0.713,20.561,39.527,0
2681,0.129,0.071,8.148,0.033,0.358,25.915,34.123,0
2682,0.113,0.089,6.872,0.185,0.19,22.913,26.629,0
2683,0.111,0.079,5.096,-0.505,0.454,22.079,27.058,0
2684,0.091,0.07,2.092,-0.053,-0.877,23.418,30.233,2
2685,0.246,0.177,8.618,0.637,1.646,30.701,36.588,1
2686,0.164,0.092,13.439,-0.066,0.515,23.955,36.054,0
2687,0.263,0.16,15.087,0.396,0.633,31.053,53.251,1
2688,0.175,0.111,8.86,-0.096,0.424,23.898,27.8,0
2689,0.195,0.126,24.723,0.372,0.576,30.761,24.201,1
2690,0.107,0.065,2.258,0.016,0.744,24.444,22.93,0
2691,0.272,0.215,16.725,0.739,0.891,27.728,22.433,1
2692,0.181,0.136,4.725,0.182,0.976,23.071,37.351,0
2693,0.193,0.119,14.204,0.004,0.267,24.063,25.27,0
2694,0.315,0.219,18.573,1.061,0.652,28.603,26.329,1
2695,0.163,0.089,5.333,0.479,0.17,22.286,25.586,0
2696,0.307,0.189,25.843,0.565,0.452,25.928,23.633,1
2697,0.109,0.082,4.378,0.141,0.608,31.006,35.645,0
2698,0.167,0.122,10.468,1.082,1.245,31.027,35.277,0
2699,0.213,0.122,15.649,0.107,0.928,29.022,40.609,0
2700,0.197,0.109,19.759,0.588,0.204,32.272,27.971,1
2701,0.213,0.128,27.211,0.546,0.415,31.353,28.901,1
2702,0.231,0.148,15.103,0.622,0.897,42.357,31.45,1
2703,0.19,0.132,8.3,0.692,0.539,28.669,34.57,0
2704,0.111,0.076,1.837,0.072,0.72,29.982,36.401,0
2705,0.159,0.111,3.789,0.835,1.034,28.63,44.516,0
2706,0.199,0.115,8.655,0.13,0.925,27.616,31.413,0
2707,0.175,0.102,7.788,0.431,1.027,32.107,38.525,0
2708,0.324,0.231,22.424,0.712,2.05,29.198,26.805,1
2709,0.176,0.125,8.902,0.597,1.318,29.323,33.271,0
2710,0.123,0.082,12.816,0.361,0.644,25.831,34.606,0
2711,0.204,0.114,16.766,0.895,0.547,27.991,44.237,1
2712,0.175,0.107,6.937,0.677,0.589,25.119,43.662,0
2713,0.251,0.154,24.106,0.741,1.253,31.827,31.053,1
2714,0.123,0.066,8.116,-0.408,0.884,26.999,28.816,0
2715,0.177,0.127,9.3,0.377,0.556,25.394,32.161,0
2716,0.232,0.139,12.247,0.414,0.416,25.889,24.352,1
2717,0.274,0.157,22.688,0.744,0.888,28.157,24.673,1
2718,0.286,0.209,21.209,1.411,1.044,29.916,31.146,1
2719,0.243,0.164,16.574,0.72,0.611,30.739,22.758,1
2720,0.096,0.085,2.101,-0.65,0.695,25.596,44.951,0
2721,0.242,0.152,8.44,0.911,1.038,32.772,29.836,1
2722,0.185,0.122,12.519,0.998,0.701,31.402,38.648,0
2723,0.099,0.083,2.069,-0.421,0.427,30.115,29.307,0
2724,0.077,0.057,0.537,-0.733,0.669,23.035,34.467,2
2725,0.274,0.211,24.607,0.767,0.927,26.861,33.035,1
2726,0.075,0.054,10.811,-0.469,0.439,21.657,32.805,2
2727,0.097,0.06,4.696,0.059,0.267,23.594,36.347,0
2728,0.24,0.148,13.255,0.748,1.266,25.627,37.118,1
2729,0.118,0.078,7.441,0.0,0.824,26.061,46.461,0
2730,0.158,0.101,15.707,0.05,0.853,24.637,35.08,0
2731,0.159,0.103,1.671,0.331,0.499,25.572,37.95,0
2732,0.207,0.129,19.239,0.59,1.015,27.151,32.236,1
2733,0.145,0.094,5.725,0.235,0.628,22.111,32.049,0
2734,0.241,0.13,14.199,0.606,0.291,28.565,41.053,1
2735,0.231,0.149,40.765,0.384,0.8,33.135,44.849,1
2736,0.095,0.061,1.383,-0.637,0.653,21.824,48.496,0
2737,0.142,0.11,5.643,0.472,0.856,22.183,44.442,0
2738,0.152,0.084,12.226,-0.068,0.708,26.054,43.586,0
2739,0.255,0.198,22.754,0.629,0.538,29.128,23.73,1
2740,0.136,0.081,9.398,0.173,1.092,27.99,27.294,0
2741,0.177,0.121,4.561,0.46,1.089,23.071,29.839,0
2742,0.233,0.143,15.467,0.582,0.478,30.413,26.288,1
2743,0.176,0.112,8.441,0.182,0.579,26.148,30.996,0
2744,0.216,0.156,8.673,0.41,0.713,30.932,30.743,1
2745,0.221,0.161,12.716,0.724,0.803,28.376,28.134,1
2746,0.261,0.186,9.079,0.876,1.086,26.5,32.502,1
2747,0.023,0.015,2.222,-2.132,-0.49,40.748,44.313,2
2748,0.038,0.021,0.791,-2.178,0.268,27.376,42.321,2
2749,0.158,0.109,3.043,-0.882,0.289,45.489,37.424,0
2750,0.086,0.055,1.657,-1.112,0.118,43.442,46.885,0
2751,0.022,0.022,0.34,-2.329,0.042,36.538,46.218,2
2752,0.033,0.025,0.626,-2.356,0.362,26.76,44.603,2
2753,0.015,0.009,3.541,-3.123,0.264,38.335,46.568,2
2754,0.015,0.006,6.697,-2.563,-0.287,34.535,46.188,2
2755,0.027,0.017,3.669,-2.271,-0.467,35.368,37.366,2
2756,0.024,0.011,2.42,-2.35,0.304,31.561,44.36,2
2757,0.013,0.004,2.154,-3.105,0.257,29.492,61.323,2
2758,0.195,0.144,5.645,-0.219,0.178,37.35,39.222,0
2759,0.023,0.021,0.581,-2.301,-0.078,29.808,47.261,2
2760,0.044,0.037,0.357,-2.123,-0.572,29.414,41.394,2
2761,0.035,0.019,0.45,-2.214,-0.139,31.767,48.068,2
2762,0.024,0.025,0.018,-2.29,0.202,29.617,56.329,2
2763,0.074,0.07,2.883,-1.301,0.232,33.024,43.711,2
2764,0.213,0.166,5.69,0.005,0.8,40.438,43.895,0
2765,0.215,0.17,7.992,-0.345,1.24,41.862,35.908,1
2766,0.215,0.164,5.882,-0.014,1.28,40.382,44.809,1
2767,0.218,0.131,7.115,-0.344,0.755,39.772,42.846,0
2768,0.083,0.058,3.969,-0.866,1.05,32.747,44.971,0
2769,0.056,0.038,0.199,-1.441,0.017,36.256,59.749,2
2770,0.024,0.013,2.626,-2.367,0.215,28.805,46.196,2
2771,0.043,0.034,1.32,-1.53,0.081,33.781,38.498,2
2772,0.012,0.006,2.94,-2.651,-0.318,32.661,64.577,2
2773,0.011,0.005,1.764,-2.255,0.23,37.896,39.074,2
2774,0.111,0.102,1.707,-0.73,0.277,46.827,56.015,0
2775,0.273,0.177,10.131,-0.228,0.862,38.622,40.423,1
2776,0.15,0.117,3.549,0.055,0.922,35.776,34.611,0
2777,0.363,0.222,17.635,0.272,0.579,41.628,33.006,1
2778,0.287,0.222,14.707,0.61,0.608,37.314,32.402,1
2779,0.084,0.052,1.149,-1.089,0.372,36.126,47.661,0
2780,0.126,0.09,2.09,-0.716,0.139,36.413,44.78,0
2781,0.162,0.125,1.888,0.142,0.485,52.609,37.811,0
2782,0.08,0.065,0.69,-0.77,0.921,46.079,46.657,0
2783,0.158,0.103,4.458,-0.154,0.006,56.66,48.882,0
2784,0.068,0.055,0.861,-1.209,0.899,35.982,41.979,0
2785,0.111,0.089,1.869,-0.676,0.425,44.868,48.847,0
2786,0.26,0.173,3.484,0.365,0.77,48.395,40.602,1
2787,0.297,0.175,16.166,0.458,0.808,41.697,36.044,1
2788,0.379,0.256,28.829,0.437,1.657,38.473,35.022,1
2789,0.325,0.221,13.844,0.035,1.176,37.305,33.708,1
2790,0.317,0.224,9.941,0.361,0.978,41.67,32.344,1
2791,0.209,0.17,7.589,-0.249,1.239,42.622,51.618,1
2792,0.389,0.317,17.439,0.506,1.272,42.955,30.124,1
2793,0.129,0.08,9.067,-0.545,-0.639,48.726,43.757,0
2794,0.024,0.011,0.987,-3.215,-0.299,33.515,45.602,2
2795,0.013,0.007,0.108,-3.188,0.102,28.818,56.816,2
2796,0.068,0.043,6.71,-1.08,0.377,31.725,45.13,2
2797,0.159,0.103,7.831,-0.346,-0.146,44.533,44.617,0
2798,0.012,0.01,2.533,-3.134,0.082,34.593,37.958,2
2799,0.034,0.013,0.582,-2.789,0.607,27.567,33.383,2
2800,0.021,0.005,0.215,-2.729,-0.012,24.35,36.04,2
2801,0.107,0.085,2.534,-0.573,0.39,43.267,32.919,0
2802,0.142,0.103,4.649,-1.034,0.008,41.645,36.53,0
2803,0.012,0.009,0.734,-2.84,0.114,35.056,33.642,2
2804,0.114,0.076,3.501,-1.056,0.24,41.714,37.065,0
2805,0.317,0.202,18.712,0.492,-0.048,39.724,28.105,1
2806,0.029,0.019,2.343,-2.652,0.167,29.494,50.965,2
2807,0.289,0.195,13.983,0.114,0.406,39.628,33.443,1
2808,0.093,0.07,4.48,-1.172,0.968,33.881,42.643,0
2809,0.107,0.078,1.886,-0.725,0.617,35.116,42.329,0
2810,0.059,0.051,0.386,-1.673,0.658,32.276,44.352,2
2811,0.123,0.091,4.879,-0.706,0.454,30.263,39.859,0
2812,0.313,0.182,19.574,0.357,0.536,38.113,34.629,1
2813,0.199,0.149,6.905,-0.005,1.234,40.927,37.329,0
2814,0.322,0.172,10.999,0.024,1.187,40.516,33.492,1
2815,0.304,0.215,21.026,0.512,0.69,40.441,29.803,1
2816,0.281,0.219,17.026,0.312,0.425,37.707,30.249,1
2817,0.108,0.065,1.043,-1.442,0.331,33.291,41.17,2
2818,0.033,0.025,0.531,-1.568,0.464,31.075,45.224,2
2819,0.09,0.07,2.649,-1.159,1.012,44.45,38.534,0
2820,0.084,0.05,3.045,-1.268,0.365,43.106,54.143,0
2821,0.049,0.025,0.479,-2.125,0.828,31.078,53.219,2
2822,0.022,0.011,0.139,-2.029,0.223,33.633,55.254,2
2823,0.032,0.018,0.955,-2.637,-0.413,38.18,42.552,2
2824,0.038,0.019,1.673,-1.771,-0.745,33.559,30.931,2
2825,0.012,0.009,0.339,-2.614,0.31,26.948,39.726,2
2826,0.023,0.011,0.948,-2.195,-0.35,32.728,42.898,2
2827,0.024,0.017,0.569,-2.635,-0.95,34.482,37.638,2
2828,0.126,0.087,7.1,-0.314,0.095,37.43,41.053,0
2829,0.095,0.086,9.635,-0.911,0.378,32.595,44.885,0
2830,0.02,0.017,4.35,-2.537,0.608,26.338,45.767,2
2831,0.037,0.018,5.568,-2.396,0.264,28.592,39.053,2
2832,0.093,0.047,1.242,-0.54,0.279,31.755,41.811,0
2833,0.034,0.013,0.777,-2.231,0.037,28.735,41.752,2
2834,0.135,0.113,5.284,-0.886,0.04,32.203,41.056,0
2835,0.01,0.008,0.845,-2.973,0.326,26.726,34.948,2
2836,0.072,0.019,4.584,-1.321,0.455,31.462,60.865,2
2837,0.049,0.036,0.797,-2.098,-0.064,31.537,39.515,2
2838,0.01,0.003,0.864,-2.972,0.096,24.541,37.074,2
2839,0.333,0.228,22.995,0.619,-0.077,38.761,27.58,1
2840,0.294,0.196,14.428,0.129,1.525,38.834,39.345,1
2841,0.21,0.158,12.324,0.406,0.217,40.016,35.634,1
2842,0.411,0.275,24.795,0.595,-0.212,35.505,29.29,1
2843,0.157,0.105,4.688,0.03,0.722,34.845,46.405,0
2844,0.193,0.146,7.526,-0.343,0.627,38.279,38.123,0
2845,0.101,0.065,2.476,-1.432,0.359,32.796,37.285,2
2846,0.025,0.015,1.516,-2.709,0.66,26.063,55.26,2
2847,0.059,0.032,11.598,-0.964,0.036,30.439,46.513,2
2848,0.107,0.062,3.343,-1.152,0.659,31.768,41.889,0
2849,0.03,0.012,2.692,-2.091,-0.868,33.113,38.926,2
2850,0.048,0.047,5.219,-1.567,-0.461,26.65,21.459,2
2851,0.046,0.054,4.003,-1.216,0.365,14.384,22.678,2
2852,0.035,0.034,1.978,-1.63,-0.547,16.076,16.781,2
2853,0.068,0.045,15.533,-0.897,-0.629,21.35,41.128,2
2854,0.119,0.06,8.715,-0.676,-0.105,33.436,24.157,0
2855,0.039,0.037,1.976,-1.154,-0.564,21.537,13.748,2
2856,0.096,0.059,10.803,-0.141,-0.142,26.657,31.071,0
2857,0.063,0.041,0.762,-0.882,-0.301,29.078,22.321,2
2858,0.221,0.13,22.698,0.65,-0.14,32.579,22.803,1
2859,0.025,0.033,0.615,-1.405,-1.48,18.148,16.451,2
2860,0.065,0.049,2.067,-0.587,-0.792,26.784,39.361,2
2861,0.044,0.037,1.675,-0.947,-1.071,26.429,27.764,2
2862,0.086,0.064,3.757,-0.658,-0.098,30.041,19.875,2
2863,0.131,0.09,4.183,-0.719,-0.202,23.033,34.305,2
2864,0.04,0.046,0.666,-1.588,0.378,22.757,28.851,2
2865,0.087,0.051,7.117,-1.159,-0.162,24.951,24.028,2
2866,0.072,0.045,1.604,-1.38,0.635,18.871,34.618,2
2867,0.19,0.135,15.714,0.158,-0.237,37.495,17.254,1
2868,0.121,0.087,4.131,-0.051,-0.615,21.849,25.58,2
2869,0.031,0.032,1.031,-1.521,-0.981,17.162,17.903,2
2870,0.061,0.036,1.145,-1.635,-0.083,22.191,29.433,2
2871,0.031,0.032,1.595,-1.277,-0.59,14.924,28.865,2
2872,0.039,0.038,1.172,-1.606,-0.869,13.5,26.611,2
2873,0.094,0.071,15.518,-0.727,-0.158,18.712,18.652,2
2874,0.114,0.096,18.418,-0.211,-0.268,24.565,24.553,0
2875,0.061,0.041,8.587,-0.865,-0.237,24.233,24.488,2
2876,0.068,0.059,16.226,-0.562,0.04,12.761,19.529,2
2877,0.103,0.082,27.304,-0.517,-0.328,25.144,18.715,0
2878,0.086,0.061,22.106,-0.657,-1.004,30.744,12.115,2
2879,0.059,0.045,15.159,-0.956,-0.473,21.44,19.607,2
2880,0.049,0.047,11.685,-1.167,-0.464,25.6,19.125,2
2881,0.049,0.034,13.8,-1.011,-0.093,15.333,18.218,2
2882,0.137,0.091,16.26,-0.491,0.175,27.267,10.713,0
2883,0.081,0.053,11.942,-1.312,0.079,17.649,14.179,2
2884,0.144,0.078,20.224,-0.568,-0.189,30.853,13.428,0
2885,0.056,0.03,0.364,-1.914,-0.944,20.817,21.168,2
2886,0.033,0.029,2.881,-1.579,-0.381,29.561,15.757,2
2887,0.029,0.024,0.641,-1.148,-0.527,35.069,17.212,2
2888,0.136,0.043,2.209,-0.191,-0.961,24.581,20.947,2
2889,0.076,0.048,3.864,-1.018,-0.007,41.23,28.816,2
