,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
2059,0.066,0.034,1.599,-1.457,-0.31,32.938,19.167,2
2060,0.07,0.038,3.28,-1.562,-0.722,26.271,17.231,2
2061,0.104,0.074,7.74,-1.498,0.004,33.033,21.138,2
2062,0.068,0.033,2.96,-1.751,-0.565,22.041,14.469,2
2063,0.126,0.098,6.224,-0.942,-0.524,32.133,13.265,2
2064,0.162,0.071,8.391,-0.698,-0.275,54.392,12.918,0
2065,0.086,0.057,5.041,-1.333,-0.093,38.164,14.349,2
2066,0.053,0.027,1.948,-1.749,-0.359,38.688,11.793,2
2067,0.12,0.086,4.381,-1.117,-0.267,38.232,14.895,2
2068,0.109,0.056,10.702,-0.417,0.5,42.143,20.514,0
2069,0.151,0.073,13.634,-1.106,0.343,35.816,21.322,0
2070,0.216,0.133,18.661,-0.038,-0.11,52.041,18.573,1
2071,0.077,0.046,9.047,-1.468,0.045,33.371,18.395,2
2072,0.082,0.04,12.071,-1.088,0.909,33.195,25.163,2
2073,0.098,0.049,14.926,-1.165,0.523,35.613,30.357,0
2074,0.08,0.051,19.604,-0.938,-0.023,32.617,24.14,2
2075,0.087,0.049,17.948,-1.441,0.528,34.125,21.684,2
2076,0.104,0.049,1.957,-0.861,0.248,36.099,26.397,2
2077,0.08,0.059,2.644,-0.877,-0.121,33.41,29.179,2
2078,0.11,0.085,4.454,-0.31,0.077,31.847,30.699,0
2079,0.12,0.081,4.968,-0.787,0.436,33.084,26.58,0
2080,0.196,0.092,3.782,-0.116,0.491,35.062,33.396,0
2081,0.192,0.126,14.127,0.302,-0.487,48.646,15.335,1
2082,0.063,0.039,1.324,-2.121,0.121,30.491,19.785,2
2083,0.234,0.141,21.093,-0.212,0.401,48.872,18.292,1
2084,0.066,0.049,1.771,-1.191,-0.109,29.76,14.341,2
2085,0.109,0.067,11.038,-0.897,-0.18,31.996,23.216,2
2086,0.095,0.054,3.09,-1.594,0.572,27.339,21.731,2
2087,0.02,0.014,5.879,-1.537,-1.142,22.542,21.553,2
2088,0.13,0.071,5.872,-1.218,0.678,30.655,24.703,0
2089,0.225,0.145,25.908,-0.209,0.452,38.172,15.546,1
2090,0.135,0.081,9.874,-0.445,0.538,29.489,16.977,0
2091,0.115,0.079,5.736,-1.313,0.205,31.509,15.505,2
2092,0.107,0.061,3.24,-1.125,0.204,34.875,19.596,2
2093,0.139,0.084,14.457,-0.42,0.252,30.301,28.501,0
2094,0.078,0.05,5.577,-1.235,0.048,42.709,17.471,2
2095,0.11,0.084,5.359,-0.33,-0.535,35.522,13.519,0
2096,0.038,0.021,1.644,-1.726,-0.501,17.981,11.785,2
2097,0.051,0.028,0.97,-1.316,-0.707,39.417,16.992,2
2098,0.099,0.055,4.529,-1.088,-0.253,24.669,14.492,2
2099,0.033,0.019,0.505,-1.927,-0.481,27.04,10.345,2
2100,0.081,0.055,3.611,-0.661,-0.82,30.145,18.341,2
2101,0.239,0.183,27.834,-0.004,0.116,35.614,23.253,1
2102,0.044,0.034,0.553,-1.446,-1.19,32.827,12.155,2
2103,0.047,0.046,1.584,-1.545,-0.955,21.223,17.64,2
2104,0.105,0.056,3.819,-1.105,0.389,26.553,17.73,2
2105,0.039,0.036,1.17,-1.322,-0.574,31.27,16.662,2
2106,0.056,0.051,2.038,-1.251,-0.344,23.39,10.724,2
2107,0.098,0.055,3.506,-1.27,-0.119,26.94,16.312,2
2108,0.038,0.029,1.153,-1.149,-0.604,30.265,12.531,2
2109,0.11,0.079,2.332,-1.063,-0.518,28.574,16.859,2
2110,0.117,0.068,2.659,-1.614,-0.271,29.433,20.786,2
2111,0.14,0.073,3.208,-0.828,-0.354,31.17,14.939,2
2112,0.14,0.077,4.618,-0.704,-0.535,38.876,24.186,0
2113,0.079,0.062,2.975,-1.077,-0.096,30.441,14.615,2
2114,0.066,0.045,2.059,-1.419,-0.17,28.487,17.658,2
2115,0.077,0.058,12.81,-1.279,-0.163,39.753,21.449,2
2116,0.121,0.043,12.965,-1.009,-0.493,32.209,18.375,2
2117,0.136,0.066,21.787,-0.744,-0.094,38.215,30.132,0
2118,0.193,0.102,20.12,-0.256,-0.063,42.249,22.148,1
2119,0.123,0.06,14.488,-1.196,0.139,41.13,22.377,0
2120,0.11,0.069,17.138,-0.95,-0.359,35.876,21.001,0
2121,0.073,0.045,9.124,-1.288,-0.763,36.681,20.315,2
2122,0.08,0.053,13.345,-1.119,-0.564,34.681,21.284,2
2123,0.104,0.06,7.754,-1.108,-0.724,37.58,15.973,2
2124,0.08,0.046,6.633,-1.399,-0.569,30.213,21.085,2
2125,0.078,0.042,8.411,-0.921,-0.379,35.014,18.576,2
2126,0.064,0.054,8.951,-1.137,0.148,35.325,22.588,2
2127,0.117,0.052,7.255,-1.115,0.093,31.283,21.609,2
2128,0.077,0.05,4.837,-1.197,-0.158,25.803,21.021,2
2129,0.15,0.09,11.441,-0.561,0.092,41.259,18.498,0
2130,0.189,0.112,16.471,-0.571,0.239,46.85,19.51,1
2131,0.103,0.063,5.733,-1.275,-0.212,28.235,20.185,2
2132,0.106,0.07,4.286,-0.892,-0.06,30.999,26.64,2
2133,0.138,0.067,12.96,-0.587,0.168,36.945,25.515,0
2134,0.146,0.069,10.656,-1.056,-0.043,40.565,19.825,0
2135,0.239,0.136,19.487,-0.595,0.206,46.476,16.245,1
2136,0.123,0.111,6.551,-0.467,-0.123,34.331,16.54,0
2137,0.078,0.069,3.844,-1.038,-0.61,37.989,11.578,2
2138,0.02,0.014,0.431,-1.886,-0.786,21.455,13.127,2
2139,0.048,0.027,0.651,-1.606,-0.849,27.042,16.418,2
2140,0.031,0.028,0.887,-1.766,-0.447,34.374,8.427,2
2141,0.056,0.032,1.379,-1.872,-0.328,26.587,13.272,2
2142,0.046,0.035,0.636,-1.614,-0.268,28.961,13.333,2
2143,0.086,0.071,2.683,-1.123,-0.44,28.985,11.602,2
2144,0.042,0.043,0.679,-1.758,-0.551,23.636,12.621,2
2145,0.056,0.035,2.309,-1.505,-0.48,21.786,13.231,2
2146,0.045,0.026,0.626,-1.725,-0.699,25.87,16.369,2
2147,0.091,0.058,9.371,-0.974,-0.951,32.736,16.234,2
2148,0.082,0.043,14.277,-1.716,0.005,35.79,20.859,2
2149,0.089,0.049,8.294,-1.259,-0.589,28.722,16.332,2
2150,0.09,0.043,11.032,-1.355,0.39,43.248,21.304,2
2151,0.075,0.04,4.554,-1.168,-0.119,28.339,20.181,2
2152,0.124,0.068,15.143,-1.093,-0.393,42.889,21.661,0
2153,0.091,0.037,12.501,-1.689,-0.392,39.896,17.783,2
2154,0.107,0.055,7.801,-0.9,-0.345,31.801,27.66,2
2155,0.111,0.063,5.801,-1.022,0.506,26.682,19.397,2
2156,0.095,0.051,6.621,-1.126,-0.136,30.52,17.841,2
2157,0.036,0.028,0.645,-1.411,-0.853,26.886,13.636,2
2158,0.073,0.053,3.243,-1.206,-0.377,30.407,16.411,2
2159,0.066,0.04,4.16,-1.317,-0.36,27.888,17.86,2
2160,0.193,0.136,20.345,-0.274,0.54,35.646,14.871,1
2161,0.146,0.094,10.857,-0.827,0.32,32.845,21.481,0
2162,0.133,0.059,6.898,-1.173,0.086,42.495,25.2,0
2163,0.13,0.082,12.482,-0.857,0.318,34.923,16.443,0
2164,0.195,0.119,22.626,-0.228,-0.093,38.574,23.358,1
2165,0.088,0.062,5.171,-1.049,0.163,28.08,17.205,2
2166,0.249,0.15,21.271,-0.344,0.276,45.516,16.167,1
2167,0.104,0.06,9.422,-0.895,0.635,32.893,24.466,0
