,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,code,name,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
1909,E01001957,Hammersmith and Fulham 002B,E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,1616,1616,0,222.3,605,2.7,75139.9447891685,8.0,47.75,6.0,1.8475,10.375,0.328424657534247,"POLYGON ((-0.2300829262076995 51.51484989103649, -0.2300439215889704 51.513946114316056, -0.229358282847573 51.513468071001924, -0.2273851652336287 51.5122842545709, -0.2283372252083421 51.51175038076503, -0.2291249745052832 51.51133877934023, -0.2311470767673682 51.51022333518091, -0.2312906111502172 51.511100712891285, -0.2308979974905296 51.51117275594172, -0.2313756356620352 51.511137964630514, -0.2314379930656761 51.511495579754275, -0.2301091617266977 51.512203749876356, -0.2301923128524773 51.5126668096488, -0.230907712052693 51.51261465515227, -0.2316231097278385 51.51256249627312, -0.2318255021536229 51.51364089522332, -0.2320128143684596 51.513631974682816, -0.2319040292153545 51.514665702218004, -0.2323216548657171 51.514650441962175, -0.2306926289393266 51.51479331910941, -0.2300829262076995 51.51484989103649))",0.00010646800476692935,1909,E01001957,Hammersmith and Fulham,339,1,38.797,0.299,0.189,27.183,0.35,0.071,36.035,23.103,1
1910,E01001958,Hammersmith and Fulham 002C,E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,1671,1671,0,368.1,614,2.7,45765.0293092842,4.0,39.25,3.75,0.22,2.75,0.234246575342466,"POLYGON ((-0.2319040292155187 51.51466570221689, -0.2320128143689856 51.51363197468311, -0.2318255021543298 51.51364089522371, -0.2323229448644255 51.513394474499236, -0.2322166164574461 51.51296404224994, -0.2336192865734692 51.51262908403869, -0.2335741549210527 51.51242103953803, -0.2341906673665844 51.51237710554923, -0.2342116609185224 51.51287925163151, -0.2348977632790153 51.51342318764675, -0.2358264416883365 51.51374281092479, -0.2362453411114254 51.51378311993404, -0.2361707022648236 51.5143289602141, -0.2351073386320296 51.514412169096694, -0.233540935196595 51.51454616331514, -0.2333411687219424 51.51456324368159, -0.2323216548663596 51.51465044196077, -0.2319040292155187 51.51466570221689))",8.740298128004331e-05,1910,E01001958,Hammersmith and Fulham,349,1,38.666,0.314,0.192,23.028,0.287,-0.127,35.502,23.583,1
1911,E01001959,Hammersmith and Fulham 003C,E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,E12000007,London,1728,1727,1,89.2,588,2.9,194173.41210836745,18.0,94.33333333333333,2.277777777777778,0.98,57.111111111111114,0.338051750380517,"POLYGON ((-0.2448491030475131 51.50797775686955, -0.245510570995521 51.50791105619409, -0.2466275436519152 51.51119857167298, -0.2469877146386467 51.511667324132056, -0.2478632649094649 51.512596515111284, -0.2489963158922699 51.51387985091097, -0.2449417907559741 51.51413030062434, -0.2424252041187122 51.51428264565361, -0.2391416704636289 51.51427681365295, -0.2412033253971407 51.51299543164239, -0.2403464549862003 51.51256691536862, -0.2414436551581678 51.512148921047476, -0.2413482444033703 51.511680560357824, -0.2421699952741338 51.51159555391098, -0.242916733811628 51.51151462462688, -0.2428363011658704 51.511073116040265, -0.243584149975128 51.510926716564754, -0.2431793017963536 51.51072657947303, -0.244066308740165 51.51050827178902, -0.2451632506900408 51.510457470507305, -0.2448028649056153 51.50840250425682, -0.2448491030475131 51.50797775686955))",9.270064219685375e-05,1911,E01001959,Hammersmith and Fulham,255,1,40.084,0.249,0.172,17.963,0.657,0.832,33.334,49.327,1
1913,E01001961,Hammersmith and Fulham 002D,E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,1564,1564,0,221.2,540,2.9,69801.71283326353,8.0,61.25,5.0,1.495,3.0,0.409931506849315,"POLYGON ((-0.2318255021537597 51.513640895224206, -0.2316231097274278 51.5125624962732, -0.2309077120548896 51.51261465515138, -0.2301923128503832 51.51266680964915, -0.2301091617272477 51.51220374987681, -0.231437993065273 51.51149557975555, -0.231375635662805 51.51113796463109, -0.2308979974910911 51.51117275594022, -0.2312906111494146 51.511100712891036, -0.2311470767676555 51.51022333518049, -0.2317538331574677 51.509965049844205, -0.2336331500051224 51.50980967913237, -0.2336418240824865 51.50986709139677, -0.2338059527336128 51.510955081351135, -0.2345985667509687 51.51089876165676, -0.2348298546054947 51.51199930691525, -0.2334764699092286 51.51186452119832, -0.2335741549202583 51.51242103953804, -0.2336192865728296 51.512629084039176, -0.2322166164587566 51.51296404225031, -0.2323229448661094 51.513394474498284, -0.2318255021537597 51.513640895224206))",0.00011461036807377102,1913,E01001961,Hammersmith and Fulham,184,1,41.84,0.331,0.189,28.479,0.442,0.564,32.051,24.365,1
1923,E01001971,Haringey 001B,E02000397,Haringey 001,E09000014,Haringey,E12000007,London,2012,2002,10,158.6,784,2.6,125944.76012128251,6.0,61.5,3.5,1.256,1.333333333333333,0.435616438356164,"POLYGON ((-0.1125737345280874 51.60359546182292, -0.112192363558957 51.60323945171609, -0.111902492534078 51.60330153986247, -0.1120793894523712 51.60293600202003, -0.1121878492083279 51.60272577728267, -0.1123021925733339 51.60224622528159, -0.1120661941949751 51.601628292366726, -0.1118435209213765 51.60078326287295, -0.1118986419693573 51.600776892709945, -0.1123689987358706 51.60077458449725, -0.1158567215147047 51.6009921187514, -0.1170606433890226 51.601234765389165, -0.1170044925059666 51.60145627391114, -0.1169317103521164 51.60251992468131, -0.1185275958683243 51.60235163188112, -0.1195642189884711 51.60274804747944, -0.120313413421163 51.60267154458945, -0.120374315654992 51.60281404238542, -0.119011979630206 51.60328778063891, -0.1162811909590719 51.60310148375207, -0.1157871452204504 51.60312430789334, -0.1156043427497521 51.60412707544847, -0.1122752913000913 51.60424474360119, -0.1125737345280874 51.60359546182292))",4.763993352500024e-05,1923,E01001971,Haringey,405,1,37.858,0.249,0.176,16.82,0.606,0.783,38.351,27.956,1
1928,E01001976,Haringey 011A,E02000407,Haringey 011,E09000014,Haringey,E12000007,London,1628,1614,14,157.4,635,2.5,101440.31047198985,13.0,66.15384615384616,3.076923076923077,0.595833333333333,1.461538461538461,0.475447839831401,"POLYGON ((-0.0725243355986489 51.5957692872606, -0.0735109799849456 51.59529389528038, -0.0731574057213024 51.595428958041, -0.0730038289884822 51.59512974791505, -0.0751926354266774 51.59404562616186, -0.0746693146274452 51.593904870930146, -0.0747517725823717 51.59367874103288, -0.0758799656266948 51.593795377623515, -0.0762698933529776 51.592767635440765, -0.0759371769486949 51.59271931414969, -0.0761282878549928 51.59217320484645, -0.0764658237253693 51.592220471563785, -0.0766913139601402 51.59167746070207, -0.0770446307927235 51.591730092115576, -0.0765985704984628 51.59318842071477, -0.0783638161067923 51.593782118299316, -0.0780198408612841 51.593947612416926, -0.0774476484024879 51.5939379798127, -0.0770041935916587 51.59432324493251, -0.0770387726500871 51.59524789558057, -0.0765803140992986 51.59526476163185, -0.0770490835280766 51.595407482993735, -0.076098129461247 51.59544674335965, -0.0764121707131697 51.59616306920719, -0.0764485327217896 51.59668780910675, -0.0759357617505366 51.596735624890165, -0.0759002948693504 51.5970589341376, -0.0755187959150774 51.59708078967042, -0.0749970197783471 51.597687335588155, -0.0750950571536256 51.598419518486615, -0.0733465429841744 51.59702707568487, -0.0737377552831266 51.59684767669568, -0.0729289009769145 51.5959953290684, -0.0725243355986489 51.5957692872606))",0.00012815418189783258,1928,E01001976,Haringey,404,1,37.877,0.209,0.13,34.876,-0.082,1.003,46.487,41.177,1
1929,E01001977,Haringey 011B,E02000407,Haringey 011,E09000014,Haringey,E12000007,London,1580,1576,4,174.4,605,2.6,89538.35327928078,6.0,47.166666666666664,17.333333333333332,0.865,1.333333333333333,0.38675799086758,"POLYGON ((-0.0773330305715309 51.59829756538814, -0.0767178310956283 51.597927625358544, -0.0757570757679671 51.59816915204882, -0.0755187959147829 51.59708078967267, -0.0759002948710406 51.59705893413702, -0.0759357617513623 51.59673562488998, -0.0764485327220703 51.59668780910655, -0.0764121707130103 51.59616306920767, -0.0760981294582794 51.59544674335719, -0.0770490835289043 51.595407482994766, -0.0765803140992715 51.59526476163145, -0.0770387726509649 51.59524789558259, -0.0770041935929064 51.594323244930614, -0.0774476484041682 51.59393797981297, -0.0780198408635477 51.59394761241809, -0.0783638161092864 51.593782118300304, -0.0788034566651898 51.59371095553962, -0.0790025158134867 51.59407041454783, -0.0790655059648527 51.595104913772396, -0.0791014763746256 51.59569576793903, -0.078863728087153 51.596967736349825, -0.079434315710405 51.59772442932686, -0.07945967792569 51.597878606451104, -0.0795046091816648 51.59815863853425, -0.079199780550686 51.598183765944114, -0.0773330305715309 51.59829756538814))",6.701039029928644e-05,1929,E01001977,Haringey,212,1,41.128,0.256,0.158,27.638,0.394,0.866,46.768,35.058,1
1930,E01001978,Haringey 011C,E02000407,Haringey 011,E09000014,Haringey,E12000007,London,1905,1862,43,144.1,819,2.3,132003.2345113711,2.0,27.5,1.5,0.23,1.5,0.212328767123288,"POLYGON ((-0.0680622549183848 51.59859488925225, -0.0682426308217303 51.59710042225685, -0.0682956044514121 51.596980012625714, -0.068480713266441 51.59698057723957, -0.0702807309809821 51.59628216510813, -0.0713854440725361 51.59584356891858, -0.0711030103764918 51.595625949664445, -0.0714205009688556 51.59545772937479, -0.0721890069460203 51.59538534043101, -0.0721075690174646 51.59514750963663, -0.0746693146282932 51.59390487093229, -0.0751926354258815 51.59404562616225, -0.0730038289864676 51.595129747914406, -0.0731574057226456 51.595428958040834, -0.0735109799886398 51.59529389527995, -0.072524335595097 51.595769287261525, -0.0729289009767889 51.595995329066916, -0.073737755284143 51.59684767669553, -0.0733465429842876 51.59702707568374, -0.0750950571530416 51.59841951848547, -0.0749970197816593 51.59768733558712, -0.0755187959175409 51.59708078967168, -0.0757570757664614 51.59816915205028, -0.076717831095755 51.59792762535695, -0.0773330305703391 51.59829756538942, -0.0732152312974016 51.59867220549485, -0.0720256950634347 51.59870369448634, -0.070908481687746 51.59868819649548, -0.0705977600477814 51.5986756881473, -0.0695101775384671 51.598631914996396, -0.0680622549183848 51.59859488925225))",1.5151143889793965e-05,1930,E01001978,Haringey,246,1,40.391,0.243,0.178,33.671,0.011,1.403,34.928,32.624,1
1931,E01001979,Haringey 011D,E02000407,Haringey 011,E09000014,Haringey,E12000007,London,2199,2187,12,112.3,846,2.6,195869.99116806933,11.0,65.27272727272727,10.181818181818182,1.5775,1.636363636363636,0.366625155666252,"POLYGON ((-0.0695057086408985 51.5939932167486, -0.069750078415994 51.59296721955475, -0.0701362379217882 51.59050819142591, -0.0704567322064402 51.58902785797005, -0.070633915276521 51.588529862618756, -0.0715616944481493 51.588536182178125, -0.0710956470013082 51.58914033572712, -0.0724935757536252 51.589721817873794, -0.072887137774535 51.58957825954558, -0.0727568133944008 51.59053828787858, -0.0733597261859266 51.59092632990662, -0.0720750279318404 51.591855827603304, -0.0724987861928366 51.59203653172887, -0.0725698253170785 51.59245753023801, -0.0757662456192818 51.59296102605867, -0.0759371769504129 51.59271931414721, -0.0762698933523531 51.59276763544221, -0.0758799656259157 51.5937953776241, -0.0747517725809966 51.59367874103134, -0.0746693146303988 51.59390487093009, -0.0721075690207499 51.595147509638934, -0.0721890069460477 51.59538534043112, -0.0714205009670631 51.595457729373265, -0.0711030103779321 51.595625949667316, -0.0713854440757854 51.59584356891683, -0.0702807309803357 51.596282165107624, -0.068480713267384 51.5969805772399, -0.068295604453676 51.596980012626524, -0.0689484327204016 51.59534957468726, -0.0695057086408985 51.5939932167486))",5.615970029100209e-05,1931,E01001979,Haringey,201,1,41.479,0.245,0.158,28.917,0.01,1.706,38.041,39.542,1
1932,E01001980,Haringey 018A,E02000414,Haringey 018,E09000014,Haringey,E12000007,London,1986,1983,3,179.2,673,2.9,111963.1678247059,15.0,58.2,1.4,0.73,1.866666666666667,0.194337899543379,"POLYGON ((-0.0790025158131468 51.59407041454725, -0.078803456666139 51.59371095553891, -0.0783638161086246 51.59378211830053, -0.0765985705028491 51.593188420713645, -0.0770446307934792 51.591730092117146, -0.0771618629451825 51.591464711642196, -0.0774421448911623 51.59176688235464, -0.0785008413872291 51.591742207871164, -0.0783504507343821 51.59238806668013, -0.0788220338668358 51.59239578731556, -0.0789338707994951 51.592785040567776, -0.0805313852235705 51.59243789262718, -0.0809371299695836 51.59267318839357, -0.0807907457304688 51.592387639865876, -0.0806390983824691 51.59207286945876, -0.0815479220353572 51.591882844714334, -0.0813439043242313 51.59124268094661, -0.0808839993916623 51.59130034775575, -0.0810100151769106 51.59168306851881, -0.080560369413553 51.5918291089592, -0.079779593422239 51.58937810913457, -0.0806864517860831 51.589179399385884, -0.081168980431929 51.58911843443674, -0.081803692759017 51.59118843657005, -0.0822948845345535 51.591147113145226, -0.0821916488056959 51.59065279182559, -0.0827554452522848 51.59067914323885, -0.0830069231651626 51.591962195758036, -0.0837529024152886 51.59188770890533, -0.0841869945340779 51.59188635192249, -0.08419895891086 51.59219525851803, -0.0831445279274997 51.59225837104304, -0.08340685859095 51.59318664003288, -0.0829624843965272 51.59326080009763, -0.0824965758072963 51.59333854535313, -0.0815231099402471 51.59350102909636, -0.0790025158131468 51.59407041454725))",0.00013397262949441205,1932,E01001980,Haringey,1353,3,28.46,0.187,0.108,20.184,-0.09,0.707,35.058,35.012,1
1933,E01001981,Haringey 018B,E02000414,Haringey 018,E09000014,Haringey,E12000007,London,1761,1758,3,181.0,601,2.9,95157.71718935677,9.0,150.44444444444446,3.444444444444445,1.584,1.111111111111111,0.174429223744292,"POLYGON ((-0.0720750279329694 51.59185582760423, -0.0733597261867932 51.590926329906935, -0.0727568133953218 51.590538287877315, -0.0728871377756873 51.58957825954297, -0.0724935757521783 51.5897218178749, -0.0710956470023769 51.58914033572873, -0.0715616944486864 51.58853618217903, -0.0726228099812079 51.588543398346246, -0.074382038430601 51.58911692470779, -0.0747837844119831 51.58917254288017, -0.0767854261108953 51.58944960658504, -0.0764272745291419 51.58969844873253, -0.0756870189755793 51.58957586761643, -0.0746689227839663 51.590913355863314, -0.0756103931292489 51.59152908992646, -0.0764135304509078 51.59081733706577, -0.0761282878548712 51.59217320484754, -0.0759371769514811 51.59271931414826, -0.0757662456207884 51.59296102606, -0.0725698253190776 51.59245753023784, -0.0724987861968394 51.59203653173056, -0.0720750279329694 51.59185582760423))",9.457982248660579e-05,1933,E01001981,Haringey,1202,3,29.7,0.173,0.094,26.91,-0.258,0.848,38.725,40.346,1
1934,E01001982,Haringey 018C,E02000414,Haringey 018,E09000014,Haringey,E12000007,London,1772,1763,9,174.6,676,2.6,104518.80841373156,15.0,55.8,10.666666666666666,0.442222222222222,16.8,0.240365296803653,"POLYGON ((-0.0789338708014226 51.592785040567016, -0.0788220338648287 51.59239578731556, -0.0783504507330619 51.59238806668016, -0.0785008413889953 51.5917422078703, -0.0774421448913861 51.59176688235463, -0.0771618629451045 51.591464711642175, -0.0770446307961319 51.591730092117224, -0.0766913139597466 51.59167746070132, -0.0764658237249916 51.592220471563664, -0.076128287854055 51.59217320484769, -0.0764135304492084 51.59081733706554, -0.0756103931299449 51.59152908992509, -0.0746689227835883 51.59091335586405, -0.0756870189756807 51.58957586761723, -0.0764272745280694 51.589698448733536, -0.0767854261123455 51.58944960658532, -0.0771564982541161 51.58950049644956, -0.0796797847853553 51.589117852498276, -0.0797795934212536 51.58937810913574, -0.0805603694141493 51.59182910895897, -0.0810100151750164 51.59168306851973, -0.0808839993889543 51.59130034775367, -0.0813439043219396 51.59124268094739, -0.0815479220345972 51.59188284471355, -0.080639098381653 51.59207286945834, -0.0807907457280804 51.592387639864654, -0.0809371299703365 51.59267318839311, -0.0805313852249598 51.592437892626684, -0.0789338708014226 51.592785040567016))",0.00014351483936387202,1934,E01001982,Haringey,917,2,32.02,0.184,0.132,18.199,0.076,0.744,40.31,38.762,1
1954,E01002002,Haringey 031C,E02000427,Haringey 031,E09000014,Haringey,E12000007,London,1806,1785,21,27.7,781,2.3,654121.2683848111,41.0,103.58536585365853,2.268292682926829,0.891875,8.390243902439025,0.389709321750752,"POLYGON ((-0.1046553831228768 51.57907580573928, -0.1043408711794174 51.5784318204018, -0.1039115096765333 51.57846377610971, -0.1035036663754556 51.578152521079154, -0.1034578131217911 51.57782215239654, -0.1039492626231469 51.57774326277622, -0.1037019804060534 51.57748415096655, -0.1038599434450307 51.576090866607714, -0.103204184821049 51.57586445864109, -0.1021112363284426 51.576174643392314, -0.1020105003023516 51.576202023813316, -0.1009123078430509 51.576670505937, -0.101126450014588 51.57764251365882, -0.1011388454174563 51.57798155025862, -0.0993925624518227 51.57810566637275, -0.0995466421747248 51.57844547811731, -0.099474834119301 51.57877667665621, -0.0990864593923997 51.578802992792276, -0.0989557674806011 51.57813658429731, -0.0987009027317224 51.577035823927304, -0.0986329918135044 51.576476821902986, -0.0985121676647278 51.57551929740294, -0.0984087987623194 51.57504820643359, -0.0987376208774991 51.57485911733185, -0.0978500041045568 51.57360813277879, -0.0961153480699582 51.570698613707634, -0.0981810810537385 51.569084429642416, -0.1015393487082169 51.56659021775163, -0.1020606349989041 51.56625387911117, -0.1029884224312453 51.565662573637916, -0.1045094667201553 51.56470951071146, -0.1049108316034156 51.56466414319768, -0.1062046421155283 51.56553804949146, -0.1060963380756927 51.56653325203772, -0.1056768826611663 51.56967669663441, -0.1056725437129879 51.56970783045459, -0.105314212387261 51.57234421198299, -0.1052361387092049 51.572944304496694, -0.1050158358476146 51.574541468659135, -0.1049484859157007 51.57538282191962, -0.1058069610391438 51.57881366395038, -0.105886736174998 51.578964199407324, -0.1046553831228768 51.57907580573928))",6.267950910882205e-05,1954,E01002002,Haringey,350,1,38.664,0.183,0.125,12.97,0.291,2.377,44.794,41.889,1
1955,E01002003,Haringey 023C,E02000419,Haringey 023,E09000014,Haringey,E12000007,London,2160,2160,0,97.4,929,2.3,220700.2231722395,24.0,66.58333333333333,3.041666666666667,1.972105263157895,2.583333333333333,0.237328767123288,"POLYGON ((-0.1034559521692816 51.59041317376186, -0.1021778522917358 51.588930395066924, -0.1012622968321477 51.58849428983196, -0.1002595682178251 51.58811108962913, -0.0982778336548593 51.587345074525246, -0.0982341468146548 51.58733067108859, -0.0994227769067789 51.586739384063684, -0.0992988898474783 51.58643542007799, -0.1007700083576477 51.586387872830215, -0.1001109078200937 51.58429923717524, -0.1007087837313299 51.58424155233676, -0.1010235574825507 51.58539097199364, -0.1012789308596482 51.58635999411272, -0.1014795930706364 51.587060910760265, -0.1020674947347851 51.586938572599806, -0.1031582642062509 51.58811556798974, -0.1055042143352952 51.587717831567474, -0.1056728925287532 51.58804827502134, -0.1040608760096966 51.58830907590215, -0.1041829037393267 51.58862702373886, -0.10417186612657 51.58934813840203, -0.1080610430440831 51.58864460868636, -0.1080783127888254 51.58831196895829, -0.1091031512935576 51.588500897704535, -0.1087129432506722 51.587866317216346, -0.1091626453672536 51.58778980790456, -0.1087408154687104 51.58717153378963, -0.1082897726721139 51.58656177059346, -0.1073913059242761 51.58530742427248, -0.110660558843149 51.58447906748541, -0.1125956423536508 51.588244962309226, -0.1126124206021076 51.58827726319473, -0.1102993906460033 51.588869125954005, -0.1101492977731325 51.588901860534364, -0.1088999241749193 51.58921627188613, -0.1081620935310047 51.589387223692434, -0.1081078176344078 51.58939685192324, -0.1039967987401871 51.59016119465128, -0.1034559521692816 51.59041317376186))",0.0001087447926197603,1955,E01002003,Haringey,470,1,36.814,0.204,0.121,31.039,0.262,1.192,41.843,38.352,1
1977,E01002026,Haringey 016A,E02000412,Haringey 016,E09000014,Haringey,E12000007,London,1619,1619,0,137.7,711,2.3,119121.61715615487,9.0,92.11111111111111,1.555555555555556,1.558571428571428,1.777777777777778,0.211263318112633,"POLYGON ((-0.1050782106747507 51.594360360125, -0.1046340624301482 51.594189004357894, -0.104115739688788 51.59434835058011, -0.1025080440704135 51.59347790720989, -0.1017693032233853 51.59283939487503, -0.1015272465224357 51.59243464148057, -0.102350190662048 51.59221198893059, -0.1046942983605935 51.59319009001757, -0.1046938356966121 51.592890094805824, -0.1056365946563595 51.592391038139674, -0.1060487121241242 51.59261365179862, -0.1056528914793654 51.592346338995775, -0.1059870080364362 51.592167647272746, -0.107497227732994 51.59310306022521, -0.1091089747349565 51.59340233672203, -0.1085952196468569 51.59366224865395, -0.1100768659721552 51.594874214846904, -0.1089230549137985 51.595019597501896, -0.1082826813384736 51.59522822533781, -0.1088917854441087 51.59612451507652, -0.1086261568742616 51.59652017304337, -0.1082120924667567 51.59660352287307, -0.1073555802498494 51.59598687047497, -0.10793032101862 51.59590811038181, -0.1054648521974674 51.59518480570016, -0.1056149028864133 51.59488648476554, -0.1051773189287552 51.594629736991656, -0.1050782106747507 51.594360360125))",7.555303743234131e-05,1977,E01002026,Haringey,63,1,46.325,0.293,0.2,30.662,0.269,1.663,35.802,32.811,1
1978,E01002027,Haringey 010A,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,1537,1537,0,139.3,552,2.8,110308.07853319062,11.0,39.0,1.727272727272727,0.7325,1.545454545454545,0.030884184308842,"POLYGON ((-0.0991583790609556 51.594549359458846, -0.0997574121033196 51.59433611025208, -0.0996386764409552 51.59407562804878, -0.0987453669763767 51.59424171948084, -0.09844344374486 51.59335885073438, -0.1002159479445996 51.59232388469386, -0.1006502422228292 51.59207028592559, -0.1015272465239379 51.59243464148005, -0.1017693032222316 51.59283939487436, -0.1025080440714586 51.593477907209405, -0.1019520607893147 51.593341332231574, -0.1022982200503359 51.59407621682489, -0.1019629089911968 51.59438226574268, -0.1029104308751117 51.59406455936595, -0.1038542761911694 51.59462835063694, -0.1003094233587635 51.59584795312907, -0.1004616457354375 51.59604070591012, -0.0984973818356622 51.59674008282237, -0.0979227825333409 51.596075942527904, -0.097026770622883 51.59509591731923, -0.0991583790609556 51.594549359458846))",9.972071081530268e-05,1978,E01002027,Haringey,1167,3,29.949,0.197,0.129,21.127,0.171,0.54,32.873,33.585,1
1980,E01002029,Haringey 016B,E02000412,Haringey 016,E09000014,Haringey,E12000007,London,1725,1590,135,73.3,740,2.1,235700.48185940928,14.0,92.14285714285714,7.0,0.906,1.428571428571429,0.367514677103718,"POLYGON ((-0.1052470382095674 51.59657218520605, -0.1073555802474159 51.59598687047663, -0.1082120924656739 51.59660352287512, -0.1086261568718181 51.596520173044276, -0.1088917854426857 51.59612451507811, -0.1082826813427156 51.59522822533753, -0.1089230549086073 51.59501959750425, -0.1100768659743118 51.59487421484648, -0.1085952196421945 51.59366224865608, -0.1091089747334698 51.593402336723784, -0.1110696553768228 51.594366981919244, -0.1127598635170478 51.59329713250623, -0.1132243562581747 51.5939340706331, -0.115198208039245 51.5933935529616, -0.1157300974613568 51.594160721449, -0.115704836873686 51.595745428223324, -0.1172216862404753 51.595724799943326, -0.1175225499382293 51.596136820680925, -0.1186758203241673 51.5958996940641, -0.1200897097991418 51.597555075141045, -0.1194119077441982 51.597819042928435, -0.1188775002147332 51.5974957444418, -0.1178120810188628 51.59700712827641, -0.1138455360668126 51.596513001990324, -0.1101720590732468 51.59717846562472, -0.1099581134401392 51.59720474050289, -0.105883592436914 51.5980282089921, -0.1052683632820059 51.59716508580255, -0.1046934800503046 51.59705186020358, -0.1054025830503007 51.596776558311944, -0.1052470382095674 51.59657218520605))",5.9397417814150784e-05,1980,E01002029,Haringey,499,2,36.32,0.205,0.138,14.531,0.225,1.688,40.612,31.716,1
1983,E01002032,Haringey 010C,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,1813,1813,0,172.2,759,2.4,103169.2408852615,1.0,50.0,1.0,0.24,2.0,0.846575342465753,"POLYGON ((-0.0960489278070115 51.59836703027601, -0.0963695472516358 51.598170215744, -0.097026418524168 51.59830912706993, -0.0988501021892325 51.597649716852224, -0.0991793411222646 51.59745076824699, -0.0984973818361881 51.596740082821896, -0.1004616457344378 51.596040705911044, -0.1007064517307215 51.596304324430875, -0.1031195867233838 51.5953395426403, -0.1038310496064897 51.59553374754495, -0.1040416898276451 51.595807247253674, -0.1011374456205347 51.596779777252735, -0.1007060252229799 51.59697349879891, -0.1014202532126798 51.597650171162414, -0.1017991372502264 51.59751767210692, -0.1021731679609315 51.59792374021091, -0.1030304668735157 51.59888140924791, -0.100945379298002 51.59949973208883, -0.0989452792683475 51.599390350973714, -0.097746809382679 51.59896535608062, -0.0963988913968311 51.59848882625334, -0.0960489278070115 51.59836703027601))",9.692811456392692e-06,1983,E01002032,Haringey,429,1,37.492,0.213,0.148,31.206,0.182,0.849,34.536,51.773,1
1984,E01002033,Haringey 010D,E02000406,Haringey 010,E09000014,Haringey,E12000007,London,1908,1908,0,155.6,709,2.7,123411.8170727236,10.0,68.8,1.5,1.23875,1.5,0.447397260273973,"POLYGON ((-0.1021731679623229 51.597923740212444, -0.1017991372505615 51.59751767210689, -0.1014202532141664 51.597650171160716, -0.1007060252200136 51.59697349879947, -0.1011374456237566 51.596779777252344, -0.1040416898269201 51.5958072472555, -0.1038310496028905 51.59553374754458, -0.1031195867251473 51.59533954264178, -0.1007064517303284 51.596304324432545, -0.1004616457367446 51.596040705909815, -0.1003094233606954 51.59584795312765, -0.1038542761899522 51.59462835063715, -0.102910430873169 51.5940645593661, -0.101962908989584 51.594382265741245, -0.1022982200472329 51.594076216825776, -0.1019520607927374 51.593341332230885, -0.1025080440726193 51.593477907209184, -0.1041157396899854 51.5943483505816, -0.1046340624283567 51.59418900435968, -0.1050782106736444 51.59436036012626, -0.1051773189312465 51.5946297369903, -0.1056149028848324 51.59488648476682, -0.1054648521990818 51.59518480570076, -0.1079303210184714 51.5959081103825, -0.1073555802490485 51.59598687047566, -0.105247038209689 51.59657218520611, -0.1054025830539199 51.5967765583144, -0.1046934800519437 51.597051860205724, -0.1052683632833392 51.59716508580144, -0.1058835924380867 51.598028208992, -0.1056256544196554 51.59810525669216, -0.1030304668736184 51.59888140924891, -0.1021731679623229 51.597923740212444))",8.102951757129742e-05,1984,E01002033,Haringey,362,1,38.453,0.221,0.143,26.116,0.258,1.312,42.373,35.137,1
