,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,code,name,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env,cluster_id
4744,E01033464,Brent 010F,E02000102,Brent 010,E09000005,Brent,E12000007,London,3022,3018,4,125.3,813,3.7,244107.79975922662,2.0,77.0,1.5,0.12,1.0,0.498630136986301,"POLYGON ((-0.2445096670736777 51.56619657278559, -0.2442280593891736 51.56590566651882, -0.2411687739504377 51.56689412168345, -0.2400784252472951 51.565417519825246, -0.2393995584474525 51.56465322196992, -0.240527724291703 51.56452457564138, -0.2397857832380262 51.56458115165705, -0.2388950008186756 51.56334002780057, -0.239929349010743 51.56331543229214, -0.2397495363588703 51.5629388341331, -0.2403203053490492 51.56292912248643, -0.2408568274429115 51.56401804446068, -0.2433723347943254 51.56356313832807, -0.2438479763063611 51.56397279001377, -0.2442443211312468 51.564322362541354, -0.2464329238268249 51.56291959152341, -0.2458922979465273 51.562695668463334, -0.2461280042912461 51.56207045769093, -0.2465072303310042 51.56166863828129, -0.2481908180550809 51.56238917902266, -0.2495137449114072 51.56355891302872, -0.2497915069388822 51.56423042087344, -0.2503159913286876 51.56436688655645, -0.249861083502018 51.564659798458045, -0.2503289042123997 51.565075781225765, -0.2487957180890558 51.565921082355395, -0.2483046012863795 51.56610202417076, -0.2452918140097591 51.56710312341845, -0.2449430691799679 51.566730634884195, -0.2445096670736777 51.56619657278559))",8.193101580419309e-06,4744,E01033464,Brent,1196,3,29.746,0.189,0.128,29.929,-0.256,0.176,41.618,27.112,1
4745,E01033485,Brent 031H,E02000123,Brent 031,E09000005,Brent,E12000007,London,1991,1982,9,137.8,789,2.5,138536.46226484454,27.0,68.74074074074075,2.518518518518519,0.98,21.0,0.251243023845764,"POLYGON ((-0.243542580703109 51.534030483020246, -0.2433692359505772 51.53389806477863, -0.2427617543547217 51.5339162047775, -0.2414772475559053 51.53357054328421, -0.2402250977990638 51.531947393548585, -0.2438954440310766 51.53190650878368, -0.2463947294964363 51.532798772164334, -0.2471614224311836 51.53344475817066, -0.2484588412313071 51.535109306071455, -0.2475874763203567 51.53562956688495, -0.2458606063204934 51.53604782849301, -0.2446640318521978 51.535929630114595, -0.2449516940558206 51.535607169570405, -0.2444803570592587 51.53527542125905, -0.2432956406599783 51.5343996538251, -0.243542580703109 51.534030483020246))",0.00019489453937681218,4745,E01033485,Brent,724,2,33.913,0.182,0.153,26.644,-0.511,1.024,40.126,36.72,1
4746,E01033486,Islington 011E,E02000564,Islington 011,E09000019,Islington,E12000007,London,1036,1022,14,155.3,425,2.4,67640.46087878475,10.0,64.2,2.2,1.6725,4.4,0.253424657534247,"POLYGON ((-0.1098661115690402 51.54812228524875, -0.1112370944648421 51.54756801811378, -0.1121967358930657 51.54834545144562, -0.1130072337805955 51.548402931216955, -0.1133359080144456 51.54880599992521, -0.1130030681602005 51.54891423112641, -0.1133646260164861 51.54921249058966, -0.11364897374155 51.54980831886658, -0.112053517059158 51.550546207861906, -0.1122264897690885 51.55144823991452, -0.1112917116458751 51.551809854663496, -0.1100803037122429 51.55089034259258, -0.1108396864949525 51.54963511730677, -0.1098661115690402 51.54812228524875))",0.0001478405065559876,4746,E01033486,Islington,422,1,37.609,0.253,0.154,19.629,0.736,1.026,27.741,37.266,1
4748,E01033488,Islington 011G,E02000564,Islington 011,E09000019,Islington,E12000007,London,1205,1205,0,119.8,557,2.2,100977.68466124863,42.0,115.85714285714286,2.428571428571428,1.331935483870968,35.214285714285715,0.246966731898239,"POLYGON ((-0.1120535170574569 51.55054620786031, -0.1136489737388269 51.54980831886572, -0.1133646260161314 51.54921249058757, -0.1130030681623281 51.54891423112779, -0.1133359080171293 51.548805999924376, -0.1130072337801371 51.548402931215946, -0.1121967358927513 51.54834545144549, -0.1112370944633891 51.5475680181143, -0.1122813815324557 51.547125974792294, -0.1130652346934303 51.546786717466205, -0.1133570287691677 51.54703509777444, -0.1147430257872296 51.548212004708915, -0.1141241279576528 51.548515473055495, -0.1144859978288665 51.54879931011839, -0.116600187165466 51.54756845782492, -0.1162603168074914 51.54798454203596, -0.1154518538932286 51.54837213763408, -0.1157184222377259 51.549164574715356, -0.1151237450001002 51.549433951146156, -0.1157929558283741 51.549974627805724, -0.1149898473313081 51.550576129628006, -0.1147882349630301 51.550347835258975, -0.1131341747116196 51.55115574792756, -0.1141656987623233 51.55164889866917, -0.1148564004274536 51.55198704639878, -0.1136767569728965 51.55277873162652, -0.1130510179512829 51.553259416284675, -0.1113535876964384 51.55185766563017, -0.1112917116454705 51.55180985466357, -0.112226489769141 51.551448239915985, -0.1120535170574569 51.55054620786031))",0.00041593348214408004,4748,E01033488,Islington,817,2,32.982,0.23,0.129,11.687,0.53,1.014,32.258,32.548,1
4768,E01033581,Newham 037G,E02000750,Newham 037,E09000025,Newham,E12000007,London,1782,1782,0,13.6,714,2.5,1312741.8162890004,23.0,92.08695652173913,2.260869565217391,1.063888888888889,1.565217391304348,0.365455628350208,"POLYGON ((0.0766794397063255 51.50490086236544, 0.074156821952032 51.50330184345771, 0.0732934799820551 51.50162239420998, 0.0714419999888308 51.50158373866471, 0.069091847203174 51.5019079353241, 0.0692028629472119 51.50147048329834, 0.0698668535990005 51.499852789727115, 0.0689391812439381 51.499536904530856, 0.0691576028705341 51.500924602041096, 0.0663746344909386 51.500190736948824, 0.0633987341130228 51.5000183196223, 0.0633373762811694 51.50026887670739, 0.0646716059090645 51.500357892194216, 0.0648128821876071 51.50073248059059, 0.0654127567131992 51.50091425384307, 0.065950547742611 51.50037345139024, 0.067086614299119 51.50072836661231, 0.0668845142511412 51.50126987668194, 0.066101458311492 51.501206733791484, 0.0659205437018893 51.50185536840906, 0.0633315034152706 51.501996293173136, 0.0618733224493152 51.50206933301505, 0.0614365915009173 51.50140147456232, 0.0606109889077504 51.501461218653766, 0.0604952382703996 51.50096567387339, 0.0594175659424182 51.500704579181914, 0.0583556456983901 51.50116657605005, 0.0580999794274465 51.50029161617911, 0.0566860408989719 51.500509093351816, 0.0566521336213609 51.50072821213972, 0.0533847403521454 51.50121892231396, 0.0529485705248899 51.50204590695684, 0.0538006497760537 51.5022509136808, 0.0541498108529712 51.50202639093565, 0.0542110989896143 51.50229728527074, 0.0514213824246158 51.50244520261582, 0.0511185249751456 51.50312942602951, 0.0496698626567873 51.50295691488409, 0.0501887339624276 51.50248496081134, 0.0490022071354115 51.50252793790024, 0.049025183481238 51.50304012311723, 0.0482497116711464 51.50309863408175, 0.0483652034282398 51.503962987052596, 0.0439048131336586 51.50423028972205, 0.0431099290682529 51.504483249084664, 0.0397336911107371 51.50444567400428, 0.0393375263830818 51.50454891216745, 0.0394582556510313 51.50545775856798, 0.0391804284328013 51.506415244006796, 0.0398086374525893 51.506629047118324, 0.0404596097151871 51.50710707996277, 0.0425513179402131 51.50757917023738, 0.0472488544668892 51.50743122504502, 0.0673551100193761 51.506851990853555, 0.0681122036115334 51.50660248261018, 0.0712575329344335 51.506203033720496, 0.0726646498672313 51.50615893681348, 0.0740697921856766 51.506114884900775, 0.0741968089257631 51.50529290179546, 0.0759590024045292 51.505062142950166, 0.0766794397063255 51.50490086236544))",1.7520581514664375e-05,4768,E01033581,Newham,622,2,34.941,0.195,0.117,14.175,0.5,0.99,56.066,22.362,1
4771,E01033584,Newham 034I,E02000747,Newham 034,E09000025,Newham,E12000007,London,1595,1595,0,105.9,564,2.8,149435.52917905705,7.0,42.285714285714285,2.428571428571428,2.03,1.571428571428571,0.426614481409002,"POLYGON ((0.0215742548773023 51.51357314431092, 0.020321333067703 51.5122681943978, 0.0220141572210147 51.51223761759097, 0.0219156287007368 51.51181660532107, 0.0200324260384723 51.51186676385262, 0.0186009939989353 51.511233369712606, 0.0186472161030077 51.51111185612259, 0.0184851335478687 51.5108286600311, 0.0170642796678232 51.510514746743354, 0.0173321239278113 51.5093904227623, 0.0164501072965417 51.50923967619872, 0.0161555245353716 51.51011236543754, 0.016493409326667 51.510425257453406, 0.0159214945347683 51.510793565580244, 0.0140452798857441 51.51120063487874, 0.0139516480974944 51.51149833622898, 0.0146462012642489 51.51254015284775, 0.014119000133785 51.51308858966917, 0.0155814001305957 51.51359562643129, 0.016605940568779 51.51440496425491, 0.0173432349733309 51.51383276798897, 0.0178183840702205 51.51383954882554, 0.0177013827984019 51.51338359080095, 0.0176876799947035 51.51314003457012, 0.0190276133124366 51.51300362165829, 0.0192090070167466 51.513759734174606, 0.0193080253633989 51.51437901099625, 0.0206391752325003 51.51406718465716, 0.0209569910512564 51.51395557670859, 0.0216927409097641 51.51369718853167, 0.0215742548773023 51.51357314431092))",4.684294316388736e-05,4771,E01033584,Newham,198,1,41.55,0.278,0.133,22.827,0.554,1.097,52.077,22.833,1
4772,E01033585,Newham 034J,E02000747,Newham 034,E09000025,Newham,E12000007,London,2445,2445,0,83.4,954,2.6,295265.1638975979,36.0,88.69444444444444,4.722222222222222,1.372857142857143,7.75,0.248097412480974,"POLYGON ((0.0173558669420245 51.51482064090521, 0.0173269812229939 51.5144660073197, 0.0168126886783877 51.51461112769459, 0.016605940570234 51.514404964255654, 0.0155814001304865 51.51359562642885, 0.0141190001337345 51.513088589669536, 0.0146462012655417 51.51254015284603, 0.0139516480986969 51.511498336229316, 0.0131363443026517 51.511638231810956, 0.013396871498388 51.5123172040435, 0.0128419319314717 51.51242238493825, 0.0122643295692163 51.51245355551218, 0.0115739179405958 51.51150317268503, 0.0109965405394565 51.51180983325567, 0.0103799238422921 51.51262741764568, 0.0097401629776075 51.512406901781226, 0.0089511352586347 51.51347256432111, 0.0094133854138444 51.513889819451734, 0.0090463544142532 51.514213072465814, 0.0075710475756835 51.51404750171878, 0.006450203097067 51.51457831205923, 0.0052202416489731 51.51417219549149, 0.004195636871991 51.51322299629914, 0.0037269943611286 51.51101700619295, 0.0028133611428316 51.51082128426009, 0.0026516276048273 51.51143824617107, 0.0044657851959816 51.514718484063636, 0.0069256294924067 51.515219188227846, 0.0122227305558819 51.516230613376855, 0.0130477110394747 51.51638704753741, 0.0147709417701206 51.516713711625975, 0.0152927079897095 51.516810690069754, 0.0170674731088779 51.517098252084075, 0.0173254891170696 51.517294594170785, 0.0180980253096177 51.51727231101122, 0.0184253185723047 51.51587281157605, 0.0171324542830253 51.51586817544417, 0.0171176869807966 51.51545237355835, 0.0169082548267767 51.51491672859531, 0.0173558669420245 51.51482064090521))",0.00012192430534231702,4772,E01033585,Newham,192,1,41.668,0.255,0.152,19.914,0.366,1.13,47.815,40.349,1
4774,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,E12000007,London,1630,1573,57,61.3,631,2.5,270033.45449274906,5.0,71.8,2.2,2.07,1.2,0.118356164383562,"MULTIPOLYGON (((0.0748699967944891 51.531815697513274, 0.0756956310384739 51.52977417881811, 0.0753148360501035 51.52992486391654, 0.0750720838845027 51.52987633540905, 0.0745664437462059 51.529765415513914, 0.0743800413565129 51.52972109570033, 0.0735266037692234 51.52948950613165, 0.0731613451306854 51.529380262068976, 0.0728053026514858 51.52940975592099, 0.0727033914330616 51.53078491947207, 0.0726324375307301 51.531224794220684, 0.07135140967636 51.53351398001952, 0.0696512024296658 51.53614724389656, 0.0685802775638656 51.53622093635335, 0.0710291778571822 51.537152284435926, 0.0729198142362733 51.5345255814796, 0.0728865672660631 51.53350819117259, 0.0748699967944891 51.531815697513274)), ((0.0750109720073984 51.53399775638118, 0.076159811659572 51.533610649467185, 0.0787005958694784 51.53446928558115, 0.0785607832970123 51.53304178189212, 0.0789253568194568 51.53249772542792, 0.0793909337003771 51.53228769337941, 0.0790794609423731 51.532073369029746, 0.0795393445470647 51.53194858959736, 0.0786394405144268 51.531571422797356, 0.0772593933920263 51.531104822413916, 0.0778536606246046 51.530582950860754, 0.0777950608239795 51.53055465460199, 0.0770145762515552 51.53032313780975, 0.0766959021424238 51.53031530030494, 0.0768960568625274 51.52977756016288, 0.0763395760785493 51.52992106265571, 0.075375695377959 51.53208556191952, 0.0739428624177023 51.533272794291676, 0.0743731560289386 51.533825433042914, 0.0734591001766228 51.534208498150655, 0.0713444283928722 51.537249792675176, 0.0735048813833238 51.53756355294079, 0.0749043243736958 51.53416315794716, 0.0750109720073984 51.53399775638118)))",1.851622425596255e-05,4774,E01033587,Barking and Dagenham,614,2,35.019,0.2,0.11,20.416,-0.149,0.669,58.179,43.024,1
4775,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,E12000007,London,1617,1581,36,115.9,618,2.6,139922.84762981292,5.0,46.4,2.8,0.59,1.2,0.493698630136986,"POLYGON ((0.0799539454386648 51.53472466442958, 0.0815890157332947 51.53302435701011, 0.0821571480150699 51.53317582799044, 0.0823936834882035 51.53296216976366, 0.0826511009829756 51.53272621594138, 0.0828769618842775 51.5323543119222, 0.0813078270131412 51.53235658121148, 0.0808637144562336 51.53157802683329, 0.0813989206786835 51.530986969471506, 0.0819584192600342 51.53040059520852, 0.0814140861513548 51.530050060180024, 0.0805840726591644 51.52790969977586, 0.0785412550435226 51.529427088126475, 0.0768960568646947 51.5297775601627, 0.0766959021431747 51.530315300304544, 0.0770145762514082 51.53032313780856, 0.0777950608260869 51.530554654599236, 0.0778536606268848 51.530582950859674, 0.0772593933940382 51.531104822413816, 0.0786394405153515 51.531571422796375, 0.0795393445465387 51.53194858959998, 0.0790794609465662 51.53207336903011, 0.0793909336996178 51.53228769338018, 0.0789253568191618 51.53249772542819, 0.0785607832957494 51.53304178189181, 0.07870059587281 51.53446928558059, 0.0792426294888329 51.53467246488221, 0.079460794866971 51.53475413640034, 0.0799539454386648 51.53472466442958))",3.5733978293725534e-05,4775,E01033588,Barking and Dagenham,594,2,35.248,0.219,0.127,23.479,0.505,0.316,54.585,19.996,1
4778,E01033591,Redbridge 030I,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,1908,1898,10,75.0,630,3.0,253622.0951716442,1.0,45.0,1.0,0.69,4.0,0.846575342465753,"POLYGON ((0.091884450625493 51.56341943499553, 0.0911930346003925 51.56278938378503, 0.091792742320917 51.56291452803827, 0.0920598436352374 51.56258462460449, 0.091555441061183 51.56245957229238, 0.0937607968024454 51.55982189517429, 0.0936355083237488 51.55978854684217, 0.0903577765290912 51.55893694773923, 0.0890936682307534 51.55890660507381, 0.0872041394626753 51.55903093695052, 0.0854721303494435 51.55898595613617, 0.0853991429333564 51.55899033803428, 0.0842891701589507 51.55901006286934, 0.0824392720336298 51.55917705756733, 0.0825954887833817 51.55946380509775, 0.0820889925757719 51.55942612278026, 0.0818458692001567 51.56001875858708, 0.084753174971332 51.560638493183184, 0.0855583869099264 51.561140804797375, 0.0847894797941259 51.56132530525217, 0.0865324224602997 51.5616859894723, 0.0864218244618702 51.561973870813055, 0.0846840259980694 51.56165679809068, 0.0841427055443268 51.56219404498211, 0.0859050550098248 51.56254089585407, 0.0890537018658466 51.563054166570176, 0.091884450625493 51.56341943499553))",3.942874138482408e-06,4778,E01033591,Redbridge,1106,3,30.489,0.201,0.13,17.588,-0.12,0.762,36.103,34.678,1
4785,E01033598,Westminster 009F,E02000968,Westminster 009,E09000033,Westminster,E12000007,London,1242,1242,0,233.9,502,2.5,54138.07359278865,29.0,142.10344827586206,2.068965517241379,1.541666666666667,6.103448275862069,0.380538497874351,"POLYGON ((-0.171850525535874 51.52570130188693, -0.1711918444698317 51.525274674863574, -0.1709412766121403 51.525248952386725, -0.1702431485680073 51.52610555774227, -0.1699115861773754 51.5260604498604, -0.1692833397860366 51.525709553750175, -0.1696094277974399 51.52543239627916, -0.170100498546542 51.524764769458194, -0.1701445609545679 51.524722850562355, -0.1707878565683604 51.524310634194, -0.1716071288822871 51.5249491202717, -0.172314962332481 51.524925125622765, -0.1726671045029079 51.52501416074595, -0.1723371401634898 51.5252918237512, -0.1728671791859681 51.52549638626791, -0.1732891813640813 51.525112227689895, -0.1740666504883864 51.525439068269975, -0.1757125460315179 51.52465535635201, -0.1745375604786829 51.523661224921966, -0.174874392148984 51.52328183210554, -0.1760154451210009 51.52408250855137, -0.1768490280782805 51.524625005899395, -0.1745747982451099 51.52576409581913, -0.1735019138483351 51.526174968068766, -0.1734454469550131 51.52618395353957, -0.1719505681601972 51.526421636771445, -0.1713567348412685 51.52615222028562, -0.171850525535874 51.52570130188693))",0.0005356673792667585,4785,E01033598,Westminster,14,1,52.17,0.397,0.27,30.05,0.707,0.149,25.436,35.503,1
